Smiles	Name
Cc1oc(=O)oc1COC(=O)C1N2C(=O)C(NC(=O)C(N)c3ccccc3)C2SC1(C)C	80734-02-7Hansen_nonmutagen
CCCC(=O)Nc1ncnc2c1ncn2C1OC2COP(=O)(O)OC2C1OC(=O)CCC	362-74-3Hansen_nonmutagen
CC(=O)N(CC(O)CO)c1c(I)c(C(=O)NCCO)c(I)c(C(=O)NCC(O)CO)c1I	107793-72-6Hansen_nonmutagen
O=C1c2c(Br)c(Br)c(Br)c(Br)c2C(=O)N1CCN1C(=O)c2c(Br)c(Br)c(Br)c(Br)c2C1=O	32588-76-4Hansen_nonmutagen
CCN(CC)c1ccc2c(c3ccccc3C(=O)O)c3ccc(=[N+](CC)CC)cc3oc2c1	1326-03-0Hansen_nonmutagen
O=C(O)C1OC(Oc2cccc3c2cc2ccc4cccc5ccc3c2c45)C(O)C(O)C1O	82298-37-1Hansen_nonmutagen
O=C(O)C1OC(Oc2ccc3cc4ccc5cccc6ccc(c3c2)c4c56)C(O)C(O)C1O	60262-87-5Hansen_nonmutagen
O=C(O)C1OC(Oc2c3ccccc3c3ccc4cccc5ccc2c3c45)C(O)C(O)C1O	60262-85-3Hansen_nonmutagen
CN(C)c1ccc(C2CC3(C)C(CCC3(O)C=CCO)C3CCC4=CC(=O)CCC4=C23)cc1	97747-88-1Hansen_nonmutagen
COC(=C1C(=NC(=C(C(=O)OCC=Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1)C)C)O	NOCAS_M446Hansen_nonmutagen
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1	59-05-2Hansen_nonmutagen
NCCCCC(N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CCCCN)C(=O)O	38579-27-0Hansen_nonmutagen
C=C(C)C(=O)OCCOC(=O)NCCC(C)CC(C)(C)CNC(=O)OCCOC(=O)C(=C)C	72869-86-4Hansen_nonmutagen
COC1(NC(=O)CSCC(N)C(=O)O)C(=O)N2C(=C(CSc3nnnn3C)CSC12)C(=O)O	84305-41-9Hansen_nonmutagen
O=S1(=O)OC(c2cc(Br)c(O)c(Br)c2)(c2cc(Br)c(O)c(Br)c2)c2c(Br)c(Br)c(Br)c(Br)c12	4430-25-5Hansen_nonmutagen
COC(=O)CC1C2(C)C3=C(C)C(c4ccoc4)CC3OC2C2OC(=O)C3(C)C=CC(=O)C1(C)C23	25990-37-8Hansen_nonmutagen
OCC1OC(n2cnc3c(NCC(O)COc4cccc5ccccc45)ncnc23)C(O)C1O	130796-74-6Hansen_nonmutagen
CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2	58-95-7Hansen_nonmutagen
CC(C)CCCC(C)C1CCC2C3CC=C4CC(OCCOCCO)CCC4(C)C3CCC12C	27321-96-6Hansen_nonmutagen
CNC(=O)CC(N)C(=O)NC(C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O)c1ccc(O)cc1	63358-49-6Hansen_nonmutagen
CON=C(C(=O)NC1C(=O)N2C(=C(CSC(=O)c3ccco3)CSC12)C(=O)O)c1csc(N)n1	104010-37-9Hansen_nonmutagen
CCC1=C(CC2NCCc3cc(OC)c(OC)cc23)CC2c3cc(OC)c(OC)cc3CCN2C1	4914-30-1Hansen_nonmutagen
CON=C(C(=O)NC1C(=O)N2C(=C(C[n+]3ccn4ncccc34)CSC12)C(=O)O)c1nsc(N)n1	113359-04-9Hansen_nonmutagen
O=S(=O)(O)c1cc(S(=O)(=O)O)c2c(N=Nc3ccc(S(=O)(=O)O)c4ccccc34)c(O)ccc2c1	2611-82-7Hansen_nonmutagen
C=CCN(CC=C)C1c2ccccc2c2ccccc2C1N1C2c3ccccc3c3ccccc3C12	106686-68-4Hansen_nonmutagen
CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(C(=O)O)C5CCC34C)C2C1	599-07-5Hansen_nonmutagen
CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)c2ccccc2)C(=O)C1=O	61477-96-1Hansen_nonmutagen
CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3C(Cl)CC4=CC(=O)C=CC4(C)C3C(O)CC12C	66734-13-2Hansen_nonmutagen
CCC1OC(CO)C(COCC2OC(COC3OC(CO)C(O)C(O)C3O)C(OC)C(O)C2O)C(O)C1O	9000-30-0Hansen_nonmutagen
CC12CCNC(=O)C=C1CCC1C2CCC2(C)C(OC(=O)C=Cc3cccc(N(CCCl)CCCl)c3)CCC12	147151-64-2Hansen_nonmutagen
COC1COC(COCC2COC(OC)C(OS(=O)(=O)O)C2OS(=O)(=O)O)C(OS(=O)(=O)O)C1OS(=O)(=O)O	37319-17-8Hansen_nonmutagen
Cc1cc(O)c2c(c1)C(=O)C13C4C(=O)C56C(=O)c7c(O)cc(C)cc7C(=O)C75C(C(=O)C16C2=O)C(C)C3C7C4C	67278-88-0Hansen_nonmutagen
Cc1cc(O)c2c(c1)C(=O)C13C(=C2O)C(=O)C2C(O)C1C1C(O)C3C(=O)C3=C(O)c4c(O)cc(C)cc4C(=O)C213	23537-16-8Hansen_nonmutagen
CCCCCCCCCCCCCCCC(=O)OCC1(O)CC23CCC4c5ccoc5C=CC4(C)C2CCC1C3	81760-45-4Hansen_nonmutagen
O=C(O)C1CSC(c2ccccc2O)N1C(=O)CCSSCCC(=O)N1C(C(=O)O)CSC1c1ccccc1O	96687-77-3Hansen_nonmutagen
CC(C)c1c(C(=O)Nc2ccccc2)c(c2ccccc2)c(c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O	134523-00-5Hansen_nonmutagen
CON=C(C(=O)NC1C(=O)N2C(=C(C=Cc3scnc3C)CSC12)C(=O)OCOC(=O)C(C)(C)C)c1csc(N)n1	117467-28-4Hansen_nonmutagen
Cc1cc(O)c2c(c1O)C(=O)C13C(=C2O)C(=O)C2C(O)C1C1C(O)C3C(=O)C3=C(O)c4c(O)cc(C)c(O)c4C(=O)C213	21884-44-6Hansen_nonmutagen
CC(=CCCC(=CCCC(=CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC12C)C)C)C	118244-44-3Hansen_nonmutagen
CC(=O)c1cc(NC(=O)Nc2ccc(OCC(O)CNC(C)(C)C)c(C(=O)C)c2)ccc1OCC(O)CNC(C)(C)C	125579-40-0Hansen_nonmutagen
CSCCC(NC(=O)C(N)Cc1c[nH]c2ccccc12)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)N	1947-37-1Hansen_nonmutagen
CC1=C(C(=O)OC(C)C)C(c2cccc([N+](=O)[O-])c2)C(=C(O)OC2CN(C(c3ccccc3)c3ccccc3)C2)C(=N1)N	123524-52-7Hansen_nonmutagen
COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3O2)cc1O	520-26-3Hansen_nonmutagen
COc1cc(C=CC(=O)OC2CCC34CC53CCC3(C)C(C(C)CCC=C(C)C)CCC3(C)C5CCC4C2(C)C)ccc1O	11042-64-1Hansen_nonmutagen
CC(=O)C(N=Nc1ccc(c2ccc(N=NC(C(=O)C)C(=O)Nc3ccccc3)c(Cl)c2)cc1Cl)C(=O)Nc1ccccc1	NOCAS_M540Hansen_nonmutagen
CC(C)(C)S(=O)(=O)CC(Cc1ccccc1)C(=O)NC(Cc1c[nH]cn1)C(=O)NC(CC1CCCCC1)C(O)C(O)C1CC1	126222-34-2Hansen_nonmutagen
CCCCCCCCC=CCCCCCCCC(=O)OCCOCC1(OCCOC)OCC(OCCOC)C1OCCOC	9005-65-6Hansen_nonmutagen
CC(C)C1(NC(=O)C2CC3c4cccc5[nH]cc(c45)CC3N(C)C2)OC2(O)C3CCCN3C(=O)C(Cc3ccccc3)N2C1=O	17479-19-5Hansen_nonmutagen
COC(=O)C12Oc3ccc(c4ccc5c(c4O)C(=C4C(=O)CC(C)C(O)C4(C(=O)OC)O5)O)c(O)c3C(=C1C(=O)CC(C)C2O)O	35287-69-5Hansen_nonmutagen
O=S(=O)(O)c1cc(N=Nc2c(O)ccc3ccccc23)ccc1c1ccc(N=Nc2c(O)ccc3ccccc23)cc1S(=O)(=O)O	10169-02-5Hansen_nonmutagen
CSCC(NC(=O)COc1cccc2cnccc12)C(=O)NC(Cc1ccccc1)C(O)C(=O)N1CSCC1C(=O)NC(C)(C)C	147318-81-8Hansen_nonmutagen
CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(OC6OC(CO)C(O)C(O)C6O)C(C)(C(=O)O)C5CCC34C)C2C1	49792-23-6Hansen_nonmutagen
COC(=O)CC1Cc2cc3cc(OC)c(c4c(OC)cc5cc6c(c(O)c5c4O)C(=O)OC(CC(=O)OC)C6)c(O)c3c(O)c2C(=O)O1	35483-50-2Hansen_nonmutagen
CC(=O)C(N=Nc1ccc(c2ccc(N=NC(C(=O)C)C(=O)Nc3ccc(C)cc3C)c(Cl)c2)cc1Cl)C(=O)Nc1ccc(C)cc1C	5102-83-0Hansen_nonmutagen
COc1ccccc1NC(=O)C(N=Nc1ccc(c2ccc(N=NC(C(=O)C)C(=O)Nc3ccccc3OC)c(Cl)c2)cc1Cl)C(=O)C	4531-49-1Hansen_nonmutagen
CCCCC(C)C(OC(=O)CC(CC(=O)O)C(=O)O)C(CC(C)CCCCCCC(O)CC(O)C(C)N)OC(=O)CC(CC(=O)O)C(=O)O	116355-84-1Hansen_nonmutagen
COC(=O)C1=C(C)N=C(C)C(=C(O)OCCc2ccc(N3CCN(C(c4ccccc4)c4ccccc4)CC3)cc2)C1c1cccc([N+](=O)[O-])c1	133743-71-2Hansen_nonmutagen
CC(=O)Nc1ccc(S(=O)(=O)O)c2cc(S(=O)(=O)O)c(N=Nc3ccc(N=Nc4ccc(S(=O)(=O)O)cc4)c4ccc(S(=O)(=O)O)cc34)c(O)c12	2519-30-4Hansen_nonmutagen
COc1c(O)c2c(c3cc(C(=O)N4CCc5c4c(O)c(OC)c4[nH]c(C(=O)N6CC7CC87C6=CC(=O)c6[nH]cc(C)c86)cc54)[nH]c13)CCN2C(=O)N	69866-21-3Hansen_nonmutagen
CC1OC(OCC2OC(Oc3c(c4ccc(OCCO)c(OCCO)c4)oc4cc(OCCO)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O	7085-55-4Hansen_nonmutagen
Oc1ccc(OP2(Oc3ccc(O)cc3)NP(Oc3ccc(O)cc3)(Oc3ccc(O)cc3)NP(Oc3ccc(O)cc3)(Oc3ccc(O)cc3)N2)cc1	23788-22-9Hansen_nonmutagen
COCCOCCOP1(OCCOCCOC)NP(OCCOCCOC)(OCCOCCOC)NP(OCCOCCOC)(OCCOCCOC)N1	131841-09-3Hansen_nonmutagen
CCC(C)C(C(CC(=O)N1CCCC1C(OC)C(C)C(=O)NC(Cc1ccccc1)c1nccs1)OC)N(C)C(=O)C(NC(=O)C(C(C)C)N(C)C)C(C)C	110417-88-4Hansen_nonmutagen
C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O)C3	64432-06-0Hansen_nonmutagen
Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)ccc2c1N=Nc1ccc(c2ccc(N=Nc3c(N)c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)ccc34)c(Cl)c2)cc1Cl	6548-29-4Hansen_nonmutagen
CC(=O)OC1C(O)C(C)OC(OC2C(OC(=O)C3CCC4C(C3)OC3(CC(OC(=O)C=Cc5ccccc5)C(C)CO3)C34CO3)OC(C)C(O)C2OC(=O)C)C1O	63166-73-4Hansen_nonmutagen
C=C1C(O)C2OC3(CCC(C=CC(C)C4CC(=CC5(OC(CC(C)(O)C(=O)O)CCC5O)O4)C)O3)CCC2OC1C(O)CC(C)C1OC2(CCCCO2)CCC1C	78111-17-8Hansen_nonmutagen
CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC34C)C2C1	53956-04-0Hansen_nonmutagen
CCCC(=O)OC1C(C)OC(OC2C(C)OC(OC3C(CC=O)CC(C)C(O)C=CC=CCC(C)OC(=O)CC(O)C3OC)C(O)C2N(C)C)CC1(C)OC(=O)CC	74014-51-0Hansen_nonmutagen
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=NOCOCCOC)C(C)C(O)C1(C)O	80214-83-1Hansen_nonmutagen
CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(=O)C)C5(CC)C=CCN6CCC43C56)C2)C1	2068-78-2Hansen_nonmutagen
CC1CCC2C(C)C3C(CC4C5CC=C6CC(OC7OC(CO)C(OC8OC(C)C(O)C(O)C8O)C(O)C7OC7OC(C)C(O)C(O)C7O)CCC6(C)C5CCC34C)N2C1	20562-03-2Hansen_nonmutagen
CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(=O)C)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(=C1C2(C)C)C	33069-62-4Hansen_nonmutagen
O=S(=O)(O)c1cc(Nc2nc(Nc3ccccc3)nc(N3CCOCC3)n2)ccc1C=Cc1ccc(Nc2nc(Nc3ccccc3)nc(N3CCOCC3)n2)cc1S(=O)(=O)O	16090-02-1Hansen_nonmutagen
CCCCCCCCCCCCCCCCCC(=O)NCCCCC(NC(=O)CCC(NC(=O)C(C)NC(=O)C(C)OC(C(C=O)NC(=O)C)C(O)C(O)CO)C(=O)N)C(=O)O	78113-36-7Hansen_nonmutagen
CC(=O)N(CC(O)CN(C(=O)C)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I	92339-11-2Hansen_nonmutagen
COC1=C(OC)C(=O)C(=C(C)C1=O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C	303-98-0Hansen_nonmutagen
CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O	1397-89-3Hansen_nonmutagen
CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C)CC(O)C7(C)CCC65C)C4(C)CO)OC(C(=O)O)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O	51330-27-9Hansen_nonmutagen
CC1CCC2(C(=O)OC3OC(COC4OC(CO)C(OC5OC(C)C(O)C(O)C5O)C(O)C4O)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC34C)C2C1C	16830-15-2Hansen_nonmutagen
CC(=CC=CC=C(C)C=CC=C(C)C(=O)OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C=CC=C(C)C(=O)OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O	11012-59-2Hansen_nonmutagen
COC1(CCC(C)COC2OC(CO)C(O)C(O)C2O)OC2CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6OC6OC(C)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C2C1C	54522-52-0Hansen_nonmutagen
O=C(OCC1OC(OC(=O)c2cc(O)c(OC(=O)c3cc(O)c(O)c(O)c3)c(O)c2)C(OC(=O)c2cc(O)c(O)c(O)c2)C(OC(=O)c2cc(O)c(O)c(O)c2)C1OC(=O)c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1	1401-55-4Hansen_nonmutagen
OCC1OC(O)C(O)C(OP2(=NP(=NP(=N2)(OC2C(O)C(O)OC(CO)C2O)OC2C(O)C(O)OC(CO)C2O)(OC2C(O)C(O)OC(CO)C2O)OC2C(O)C(O)OC(CO)C2O)OC2C(O)C(O)OC(CO)C2O)C1O	85048-96-0Hansen_nonmutagen
COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(OC)C(C)O5)C(OC(=O)C)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(OC3CC(C)(O)C(OC(=O)C)C(C)O3)C(O)C(C)O2)C(O)C(C)O1	7059-24-7Hansen_nonmutagen
CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C	59865-13-3Hansen_nonmutagen
Cc1c2oc3c(C)ccc(C(=O)NC4C(=O)NC(C(C)C)C(=O)N5CCCC5C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC4C)c3nc2c(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c(N)c1=O	50-76-0Hansen_nonmutagen
CCC(C)C1NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(=O)O)NC(=O)C(CCSC)NC(=O)C(CCCN=C(N)N)NC(=O)CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(N)CO)CSSCC(C(=O)NC(CC(=O)N)C(=O)NC(CO)C(=O)NC(Cc2ccccc2)C(=O)NC(CCCN=C(N)N)C(=O)NC(Cc2ccc(O)cc2)C(=O)O)NC(=O)CNC(=O)C(CC(C)C)NC(=O)CNC(=O)C(CO)NC(=O)C(CCC(=O)N)NC(=O)C(C)NC(=O)CNC1=O	89213-87-6Hansen_nonmutagen
N#C/C=C\C#N	2805-charmaine_NON-mutagen
c1ccccc1	286-charmaine_NON-mutagen
c1ccncc1	2187-charmaine_NON-mutagen
c1cnccn1	370-charmaine_NON-mutagen
N#CCCC#N	3157-charmaine_NON-mutagen
Cn1cccc1	843-charmaine_NON-mutagen
C/C=C(/C)\C#N	847-charmaine_NON-mutagen
CC/C=C\C#N	504-charmaine_NON-mutagen
C/C=C/CC#N	733-charmaine_NON-mutagen
Cc1ccco1	2314-charmaine_NON-mutagen
Cc1ncc[nH]1	1733-charmaine_NON-mutagen
Cc1c[nH]cn1	3629-charmaine_NON-mutagen
C1CC=CCC1	35-charmaine_NON-mutagen
CCCCC#N	2806-charmaine_NON-mutagen
C=C1CC(=O)O1	1724-charmaine_NON-mutagen
O=C1OCC=C1	950-charmaine_NON-mutagen
Nc1n[nH]cn1	743-charmaine_NON-mutagen
CC(=CC=O)C	2801-charmaine_NON-mutagen
CC(=C)C(=O)C	3446-charmaine_NON-mutagen
CC1CCCC1	3513-charmaine_NON-mutagen
C1CCCCC1	179-charmaine_NON-mutagen
CCCCC=C	2397-charmaine_NON-mutagen
CC(C)(C#N)O	814-charmaine_NON-mutagen
O=C1OCCC1	170-charmaine_NON-mutagen
CC(=C)C(=O)O	3451-charmaine_NON-mutagen
OCC#CCO	797-charmaine_NON-mutagen
COC(=O)C=C	588-charmaine_NON-mutagen
CC(=O)OC=C	991-charmaine_NON-mutagen
CCCC(=O)C	2750-charmaine_NON-mutagen
CC(C)CC=O	703-charmaine_NON-mutagen
CCCCC=O	2617-charmaine_NON-mutagen
C1NCCNC1	503-charmaine_NON-mutagen
CC(C)C(C)C	487-charmaine_NON-mutagen
CCC(C)(C)C	1933-charmaine_NON-mutagen
CCCCCC	782-charmaine_NON-mutagen
C1NCCOC1	506-charmaine_NON-mutagen
CC(=O)N(C)C	862-charmaine_NON-mutagen
CCCCCN	2824-charmaine_NON-mutagen
O/N=C/C=N\O	24-charmaine_NON-mutagen
C1OCCOC1	716-charmaine_NON-mutagen
C[C@H](C(=O)C)O	3464-charmaine_NON-mutagen
CCOC(=O)C	1783-charmaine_NON-mutagen
CCCC(=O)O	2749-charmaine_NON-mutagen
CCOCC=O	120-charmaine_NON-mutagen
CNC(=O)NC	908-charmaine_NON-mutagen
CC(C)(C)OC	1766-charmaine_NON-mutagen
CC(C)CCO	359-charmaine_NON-mutagen
CCCCCO	1999-charmaine_NON-mutagen
CCN(CC)N	2031-charmaine_NON-mutagen
CCNCCN	2047-charmaine_NON-mutagen
CNCC(=O)O	911-charmaine_NON-mutagen
CCC[N+](=O)[O-]	3708-charmaine_NON-mutagen
CC[C@@H](CN)O	1379-charmaine_NON-mutagen
CN(C)CCO	2596-charmaine_NON-mutagen
COCCCN	1275-charmaine_NON-mutagen
OC(=O)C(=O)O	3950-charmaine_NON-mutagen
C1OCOCO1	715-charmaine_NON-mutagen
C[C@H](C(=O)O)O	733-charmaine_NON-mutagen
COCC(=O)O	1450-charmaine_NON-mutagen
CNC(=O)NO	906-charmaine_NON-mutagen
CCOCCO	117-charmaine_NON-mutagen
OCCCCO	323-charmaine_NON-mutagen
OCC(CO)O	708-charmaine_NON-mutagen
Cc1cccs1	1731-charmaine_NON-mutagen
Cc1cscc1	284-charmaine_NON-mutagen
FC(=C(F)F)F	31-charmaine_NON-mutagen
FCC(F)(F)F	2643-charmaine_NON-mutagen
C1OCCSC1	20-charmaine_NON-mutagen
CSCCC=O	282-charmaine_NON-mutagen
CS(=O)(=O)C=C	2301-charmaine_NON-mutagen
COC(=O)CCl	1445-charmaine_NON-mutagen
COP(=O)(O)O	4401-charmaine_NON-mutagen
FC(=C(F)Cl)F	139-charmaine_NON-mutagen
FC(CCl)(F)F	1771-charmaine_NON-mutagen
CCSC(=O)Cl	1032-charmaine_NON-mutagen
C=C(C(=O)O)Br	3953-charmaine_NON-mutagen
CC(C)(C)CBr	4353-charmaine_NON-mutagen
ClC(=C(Cl)Cl)Cl	4373-charmaine_NON-mutagen
ClCC(Cl)(Cl)Cl	1770-charmaine_NON-mutagen
ClC(C(Cl)Cl)Cl	153-charmaine_NON-mutagen
BrC(C(Br)Br)Br	486-charmaine_NON-mutagen
Cc1ccccc1	749-charmaine_NON-mutagen
Cc1cccnc1	257-charmaine_NON-mutagen
Nc1ccccc1	600-charmaine_NON-mutagen
Cc1ncccc1	1675-charmaine_NON-mutagen
Cc1ccncc1	3693-charmaine_NON-mutagen
Oc1ccccc1	1125-charmaine_NON-mutagen
Cc1nccnc1	73-charmaine_NON-mutagen
Nc1ncccc1	1673-charmaine_NON-mutagen
Cc1ccc(C)o1	1732-charmaine_NON-mutagen
O=C1C=CCCC1	467-charmaine_NON-mutagen
CCc1ccco1	2316-charmaine_NON-mutagen
Fc1cnccc1	256-charmaine_NON-mutagen
C=CCNCC=C	4394-charmaine_NON-mutagen
O=C1CC(=O)C1=O	223-charmaine_NON-mutagen
O=C1C=CC(=O)O1	3976-charmaine_NON-mutagen
CC1=CCC(=O)O1	281-charmaine_NON-mutagen
OCc1ccco1	2442-charmaine_NON-mutagen
C=CC(=O)OC=C	2915-charmaine_NON-mutagen
O=C1CCCCC1	3556-charmaine_NON-mutagen
Nc1nc(N)n[nH]1	413-charmaine_NON-mutagen
CN1CCCC1=O	458-charmaine_NON-mutagen
C1CCNCCC1	502-charmaine_NON-mutagen
NC1CCCCC1	54-charmaine_NON-mutagen
O=C1CCC(=O)O1	1047-charmaine_NON-mutagen
O=C1CNC(=O)N1	3147-charmaine_NON-mutagen
CC(=C)C(=O)OC	2387-charmaine_NON-mutagen
CCC(=O)C(=O)C	3453-charmaine_NON-mutagen
CC(=O)CC(=O)C	3456-charmaine_NON-mutagen
CC(=C)OC(=O)C	4190-charmaine_NON-mutagen
CCOC(=O)C=C	580-charmaine_NON-mutagen
C/C=N/N(C)C=O	1066-charmaine_NON-mutagen
OC1CCCCC1	234-charmaine_NON-mutagen
CC(C)CC(=O)C	1791-charmaine_NON-mutagen
CN1CCNCC1	4024-charmaine_NON-mutagen
C/C(=N\O)/C(=O)C	3454-charmaine_NON-mutagen
C=CC(=O)NCO	1348-charmaine_NON-mutagen
CN1CCOCC1	2334-charmaine_NON-mutagen
CC(C)C[C@@H](C)N	1376-charmaine_NON-mutagen
CC(C)NC(C)C	857-charmaine_NON-mutagen
CCN(CC)CC	1994-charmaine_NON-mutagen
CCCNCCC	4232-charmaine_NON-mutagen
CCCCNCC	859-charmaine_NON-mutagen
CC(=O)OC(=O)C	4189-charmaine_NON-mutagen
CCCC=[N+]([O-])[O-]	2396-charmaine_NON-mutagen
CC(C)OC(=O)C	1790-charmaine_NON-mutagen
CCC(C)(C)OC	1769-charmaine_NON-mutagen
CCOC(C)(C)C	3669-charmaine_NON-mutagen
CN(C)CCCN	2599-charmaine_NON-mutagen
CC(C)(C)[N+](=O)[O-]	123-charmaine_NON-mutagen
CN(C)CC(=O)O	68-charmaine_NON-mutagen
CCCC[N+](=O)[O-]	3165-charmaine_NON-mutagen
NCCNCCN	341-charmaine_NON-mutagen
OC(=O)CC(=O)O	4238-charmaine_NON-mutagen
CCOCC(=O)O	991-charmaine_NON-mutagen
CC(C)(CO)CO	953-charmaine_NON-mutagen
CCOCOCC	119-charmaine_NON-mutagen
C[C@H](CO)[N+](=O)[O-]	3707-charmaine_NON-mutagen
OCCNCCO	1746-charmaine_NON-mutagen
OCCOCCO	3398-charmaine_NON-mutagen
Sc1ccccc1	382-charmaine_NON-mutagen
Clc1ccccc1	3694-charmaine_NON-mutagen
Clc1cnccc1	258-charmaine_NON-mutagen
Clc1ccncc1	697-charmaine_NON-mutagen
Cn1c(S)ncc1	1454-charmaine_NON-mutagen
C=CCNC(=S)N	378-charmaine_NON-mutagen
O=S1(=O)CC=CC1	47-charmaine_NON-mutagen
CNC(=S)N(C)C	502-charmaine_NON-mutagen
FC(C(F)(F)F)F	141-charmaine_NON-mutagen
O=S1(=O)CCCC1	19-charmaine_NON-mutagen
CCOC(=O)CCl	3006-charmaine_NON-mutagen
C[N+](C)(C)CCCl	230-charmaine_NON-mutagen
OCNC(=O)CCl	4044-charmaine_NON-mutagen
COP(=O)(C)OC	49-charmaine_NON-mutagen
NCCS(=O)(=O)O	137-charmaine_NON-mutagen
COP(=O)(O)OC	48-charmaine_NON-mutagen
N#CSCSC#N	824-charmaine_NON-mutagen
O=C1CSC(=S)N1	104-charmaine_NON-mutagen
Nc1nnc(S)s1	826-charmaine_NON-mutagen
CC(C(=O)O)(Cl)Cl	734-charmaine_NON-mutagen
O=C(OCCCl)Cl	2332-charmaine_NON-mutagen
Brc1ccccc1	383-charmaine_NON-mutagen
COP(=S)(OC)Cl	632-charmaine_NON-mutagen
OC(=O)C(Cl)(Cl)Cl	4043-charmaine_NON-mutagen
FC([C@H](Cl)Br)(F)F	3968-charmaine_NON-mutagen
ClC(C(Cl)(Cl)Cl)Cl	2807-charmaine_NON-mutagen
BrC(C(Br)(Br)Br)Br	845-charmaine_NON-mutagen
N#Cc1ccccc1	4360-charmaine_NON-mutagen
C=Cc1cccnc1	262-charmaine_NON-mutagen
C=Cc1ncccc1	4135-charmaine_NON-mutagen
